Id,Fecha,Anio,Mes,Día,Rol,Victima,Sexo,Edad,Gravedad,Rango_Etario,Sentencia,Cantidad_Víctimas,Hora,Parte_Horaria,Lugar_del_Hecho,Tipo_de_Calle,Calle,Cruce,Dirección_Normalizada,Comuna,Pos X,Pos Y,Participantes,Víctima,Acusado
"2018-0008,2018-01-12,2018,1,12,CONDUCTOR,MOTO,FEMENINO,32,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,17:50:00,17,""Huergo, Ing. Av. e Independencia Av."",AVENIDA,AV. ING. HUERGO,SI,AV. ING. HUERGO Y SI,1,-58.36659655,-34.61687778,MOTO-CARGAS,MOTO,CARGAS"
"2018-0009,2018-01-14,2018,1,14,CONDUCTOR,MOTO,MASCULINO,19,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,02:00:00,2,""Pilcomayo y Brown, Alte. Av."",AVENIDA,PILCOMAYO,SI,PILCOMAYO Y SI,4,-58.36737389,-34.62763661,MOTO-MOTO,MOTO,MOTO"
"2018-0010,2018-01-18,2018,1,18,CONDUCTOR,MOTO,MASCULINO,40,FATAL,ADULTO MADURO,HOMOCIDIO CULPOSO,1,05:10:00,5,""Cervantes y Belaustegui, Luis, Dr."",CALLE,CERVANTES,SI,CERVANTES Y SI,10,-58.49807953,-34.63038658,MOTO-CARGAS,MOTO,CARGAS"
2018-0011,2018-01-19,2018,1,19,PEATON,PEATON,MASCULINO,84,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,10:30:00,10,Callao y Vte. Lopez,AVENIDA,AV. CALLAO,SI,AV. CALLAO Y SI,2,-58.39092703,-34.59088447,PEATON-PASAJEROS,PEATON,PASAJEROS
"2018-0012,2018-01-26,2018,1,26,CONDUCTOR,MOTO,MASCULINO,20,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,13:30:00,13,""Oliden y Chilavert, Martiniano, Coronel"",CALLE,OLIDEN,SI,OLIDEN Y SI,8,-58.46912006,-34.68049201,MOTO-PASAJEROS,MOTO,PASAJEROS"
2018-0013,2018-01-28,2018,1,28,CONDUCTOR,MOTO,MASCULINO,44,FATAL,ADULTO MADURO,HOMOCIDIO CULPOSO,1,08:15:00,8,Congreso Av. y Galvan,AVENIDA,AV. CONGRESO,SI,AV. CONGRESO Y SI,12,-58.48661286,-34.56786129,MOTO-AUTO,MOTO,AUTO
"2018-0014,2018-01-31,2018,1,31,PEATON,PEATON,MASCULINO,39,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,20:00:00,20,""Moreno, Perito Av. y Rivera Indarte"",AVENIDA,AV. PERITO MORENO,SI,AV. PERITO MORENO Y SI,7,-58.44074927,-34.65080597,PEATON-MOTO,PEATON,MOTO"
2018-0015,2018-02-06,2018,2,6,CONDUCTOR,MOTO,MASCULINO,28,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,2,01:00:00,1,Australia Av. 2800,AVENIDA,AV. AUSTRALIA,NO,AV. AUSTRALIA Y NO,4,-58.38636298,-34.64684275,MOTO-PASAJEROS,MOTO,PASAJEROS
2018-0015,2018-02-06,2018,2,6,PASAJERO,MOTO,MASCULINO,19,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,2,01:00:00,1,Australia Av. 2800,AVENIDA,AV. AUSTRALIA,NO,AV. AUSTRALIA Y NO,4,-58.38636298,-34.64684275,MOTO-PASAJEROS,MOTO,PASAJEROS
"2018-0016,2018-02-15,2018,2,15,CONDUCTOR,MOTO,MASCULINO,31,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,10:15:00,10,""Del Libertador Av. y Ramos Mejia, Jose Maria, Dr. Av."",AVENIDA,AV. DEL LIBERTADOR,SI,AV. DEL LIBERTADOR Y SI,1,-58.37533517,-34.59276462,MOTO-CARGAS,MOTO,CARGAS"
2018-0017,2018-02-17,2018,2,17,PEATON,PEATON,MASCULINO,35,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,04:15:00,4,San Pedrito Av. y Rivadavia Av.,AVENIDA,AV. SAN PEDRITO,SI,AV. SAN PEDRITO Y SI,7,-58.46963952,-34.63070603,PEATON-AUTO,PEATON,AUTO
"2018-0018,2018-02-17,2018,2,17,CONDUCTOR,MOTO,MASCULINO,26,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,07:15:00,7,""Isabel La Catolica y Salvadores, Cnel."",CALLE,ISABEL LA CATOLICA,SI,ISABEL LA CATOLICA Y SI,4,-58.37207554,-34.64543658,MOTO-CARGAS,MOTO,CARGAS"
2018-0019,2018-02-17,2018,2,17,PEATON,PEATON,FEMENINO,80,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,12:30:00,12,Las Heras General Av. y Callao Av.,AVENIDA,AV. LAS HERAS GENERAL,SI,AV. LAS HERAS GENERAL Y SI,2,-58.39189441,-34.59176378,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0020,2018-02-19,2018,2,19,CONDUCTOR,MOTO,MASCULINO,26,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,22:00:00,22,Fernandez de la Cruz Subida AU Héctor J. Cámpora,AUTOPISTA,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA,NO,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA Y NO,8,-58.45012957,-34.66518343,MOTO-CARGAS,MOTO,CARGAS
2018-0021,2018-02-22,2018,2,22,PEATON,PEATON,FEMENINO,62,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,10:45:00,10,AMANCIO ALCORTA Y ZAVALETA,AVENIDA,AV. AMANCIO ALCORTA,SI,AV. AMANCIO ALCORTA Y SI,4,-58.40184094,-34.64546845,PEATON-PASAJEROS,PEATON,PASAJEROS
"2018-0022,2018-02-24,2018,2,24,CONDUCTOR,MOTO,MASCULINO,28,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,00:00:00,0,""Montes De Oca, Manuel y Olavarria"",AVENIDA,AV. MANUEL MONTES DE OCA,SI,AV. MANUEL MONTES DE OCA Y SI,4,-58.37441153,-34.63966783,MOTO-CARGAS,MOTO,CARGAS"
2018-0023,2018-02-24,2018,2,24,CONDUCTOR,MOTO,MASCULINO,28,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,06:00:00,6,Barco Centenera Del y Rosario,CALLE,BARCO CENTENERA DEL,SI,BARCO CENTENERA DEL Y SI,6,-58.44110156,-34.62082399,MOTO-AUTO,MOTO,AUTO
2018-0024,2018-02-28,2018,2,28,PEATON,PEATON,MASCULINO,70,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,23:00:00,23,Alvarez Thomas Av. y Donado,AVENIDA,AV. ALVAREZ THOMAS,SI,AV. ALVAREZ THOMAS Y SI,15,-58.47087351,-34.57827342,PEATON-CARGAS,PEATON,CARGAS
2018-0025,2018-03-04,2018,3,4,PEATON,PEATON,MASCULINO,70,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,22:30:00,22,Av. Avellaneda y Av. Boyacá,AVENIDA,AV. AVELLANEDA,SI,AV. AVELLANEDA Y SI,7,-58.45962210,-34.62245140,PEATON-AUTO,PEATON,AUTO
"2018-0026,2018-03-09,2018,3,9,CONDUCTOR,MOVIL,MASCULINO,24,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,2,04:45:00,4,""Rabanal, Francisco, Intendente Av. y Saenz Av."",AVENIDA,AV. INTENDENTE FRANCISCO RABANAL,SI,AV. INTENDENTE FRANCISCO RABANAL Y SI,4,-58.41657793,-34.65476216,MOVIL-CARGAS,MOVIL,CARGAS"
"2018-0026,2018-03-09,2018,3,9,PASAJERO,MOVIL,MASCULINO,30,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,2,04:45:00,4,""Rabanal, Francisco, Intendente Av. y Saenz Av."",AVENIDA,AV. INTENDENTE FRANCISCO RABANAL,SI,AV. INTENDENTE FRANCISCO RABANAL Y SI,4,-58.41657793,-34.65476216,MOVIL-CARGAS,MOVIL,CARGAS"
2018-0027,2018-03-11,2018,3,11,PEATON,PEATON,FEMENINO,74,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,23:00:00,23,Castro y Rondeau,CALLE,CASTRO,SI,CASTRO Y SI,5,-58.41911301,-34.63722107,PEATON-MOTO,PEATON,MOTO
"2018-0028,2018-03-13,2018,3,13,PEATON,PEATON,MASCULINO,71,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,15:45:00,15,""Bilbao, Francisco Av. y Azul"",AVENIDA,AV. FRANCISCO BILBAO,SI,AV. FRANCISCO BILBAO Y SI,9,-58.47120586,-34.64251042,PEATON-CARGAS,PEATON,CARGAS"
2018-0029,2018-03-15,2018,3,15,CONDUCTOR,MOTO,MASCULINO,26,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,18:00:00,18,Nazca Av. y Gaona Av.,AVENIDA,AV. NAZCA,SI,AV. NAZCA Y SI,11,-58.47418944,-34.62049672,MOTO-AUTO,MOTO,AUTO
2018-0030,2018-03-20,2018,3,20,CONDUCTOR,MOTO,MASCULINO,24,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,01:30:00,1,Plaza y Alvarez Thomas Av.,AVENIDA,PLAZA,SI,PLAZA Y SI,15,-58.46720441,-34.57905579,MOTO-MOTO,MOTO,MOTO
"2018-0031,2018-03-28,2018,3,28,CONDUCTOR,MOTO,MASCULINO,31,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,10:15:00,10,""Gaona Av. y Artigas, Jose Gervasio, Gral."",AVENIDA,AV. GAONA,SI,AV. GAONA Y SI,11,-58.46909362,-34.61779710,MOTO-CARGAS,MOTO,CARGAS"
2018-0032,2018-04-02,2018,4,2,PEATON,PEATON,MASCULINO,70,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,13:00:00,13,Cabildo Av. y Aguilar,AVENIDA,AV. CABILDO,SI,AV. CABILDO Y SI,13,-58.44704343,-34.56888640,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0033,2018-04-07,2018,4,7,CONDUCTOR,MOTO,FEMENINO,42,FATAL,ADULTO MADURO,HOMOCIDIO CULPOSO,1,07:30:00,7,Camarones y Lope De Vega Av.,AVENIDA,CAMARONES,SI,CAMARONES Y SI,10,-58.50535541,-34.62902048,MOTO-CARGAS,MOTO,CARGAS
2018-0034,2018-04-11,2018,4,11,PEATON,PEATON,MASCULINO,24,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,18:15:00,18,Santa Fe Av. 2320,AVENIDA,AV. SANTA FE,NO,AV. SANTA FE Y NO,2,-58.40021675,-34.59522198,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0035,2018-04-12,2018,4,12,PEATON,PEATON,FEMENINO,39,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,16:45:00,16,Av. Rivadavia 6950,AVENIDA,AV. RIVADAVIA,NO,AV. RIVADAVIA Y NO,7,-58.46325991,-34.62919627,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0036,2018-04-13,2018,4,13,CONDUCTOR,MOTO,MASCULINO,37,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,23:15:00,23,Av. San Martín y Argerich,AVENIDA,AV. SAN MARTIN,SI,AV. SAN MARTIN Y SI,15,-58.49471482,-34.59694755,MOTO-AUTO,MOTO,AUTO
"2018-0037,2018-04-18,2018,4,18,PEATON,PEATON,MASCULINO,84,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,18:45:00,18,""Cordoba Av. y Uriburu Jose E., Pres."",AVENIDA,AV. CORDOBA,SI,AV. CORDOBA Y SI,2,-58.39872610,-34.59975962,PEATON-CARGAS,PEATON,CARGAS"
2018-0038,2018-04-20,2018,4,20,PEATON,PEATON,FEMENINO,59,FATAL,ADULTO MAYOR,HOMOCIDIO CULPOSO,2,17:10:00,17,AV. RIVADAVIA 1571,AVENIDA,AV. RIVADAVIA,NO,AV. RIVADAVIA Y NO,1,-58.38872177,-34.60885045,PEATON-AUTO,PEATON,AUTO
2018-0038,2018-04-20,2018,4,20,PEATON,PEATON,MASCULINO,61,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,2,17:10:00,17,AV. RIVADAVIA 1571,AVENIDA,AV. RIVADAVIA,NO,AV. RIVADAVIA Y NO,1,-58.38872177,-34.60885045,PEATON-AUTO,PEATON,AUTO
2018-0039,2018-04-21,2018,4,21,PEATON,PEATON,MASCULINO,37,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,22:15:00,22,AUTOPISTA LUGONES KM 4.7,AUTOPISTA,AV. LEOPOLDO LUGONES,NO,AV. LEOPOLDO LUGONES Y NO,14,0,0,PEATON-AUTO,PEATON,AUTO
2018-0040,2018-04-27,2018,4,27,PEATON,PEATON,FEMENINO,50,FATAL,ADULTO MAYOR,HOMOCIDIO CULPOSO,1,11:00:00,11,Ramon Freire y Virrey Olaguer y Feliu,CALLE,CAP. GENERAL RAMON FREIRE,SI,CAP. GENERAL RAMON FREIRE Y SI,13,-58.45686132,-34.57305993,PEATON-CARGAS,PEATON,CARGAS
"2018-0041,2018-04-27,2018,4,27,PEATON,PEATON,FEMENINO,78,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,13:30:00,13,""La Plata Av. y Fernandez De La Cruz, F., Gral. Av."",AVENIDA,AV. LA PLATA,SI,AV. LA PLATA Y SI,4,-58.42281627,-34.64282424,PEATON-PASAJEROS,PEATON,PASAJEROS"
2018-0042,2018-04-27,2018,4,27,PASAJERO,MOTO,MASCULINO,23,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,18:43:00,18,BRANDSEN y PERDRIEL,CALLE,BRANDSEN,SI,BRANDSEN Y SI,4,-58.38666024,-34.63953396,MOTO-CARGAS,MOTO,CARGAS
"2018-0043,2018-04-28,2018,4,28,CONDUCTOR,MOTO,MASCULINO,25,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,06:30:00,6,""Vilardebo, Teodoro y Alvarez Jonte Av."",AVENIDA,TEODORO VILARDEBO,SI,TEODORO VILARDEBO Y SI,11,-58.49122843,-34.61207587,MOTO-AUTO,MOTO,AUTO"
2018-0044,2018-04-28,2018,4,28,PEATON,PEATON,FEMENINO,50,FATAL,ADULTO MAYOR,HOMOCIDIO CULPOSO,1,09:00:00,9,Alberti e Independencia Av.,AVENIDA,ALBERTI,SI,ALBERTI Y SI,3,-58.40098306,-34.61866627,PEATON-AUTO,PEATON,AUTO
2018-0045,2018-04-30,2018,4,30,CONDUCTOR,AUTO,MASCULINO,60,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,07:00:00,7,Alvarez Thomas Av. 879,AVENIDA,AV. ALVAREZ THOMAS,NO,AV. ALVAREZ THOMAS Y NO,13,-58.45448963,-34.57916920,AUTO-CARGAS,AUTO,CARGAS
2018-0046,2018-05-02,2018,5,2,PEATON,PEATON,MASCULINO,11,FATAL,NIÑO,HOMOCIDIO CULPOSO,1,03:15:00,3,Av. Gral. Paz y Av. Rivadavia,AVENIDA,AV. GENERAL PAZ,SI,AV. GENERAL PAZ Y SI,9,-58.52927982,-34.63931752,PEATON-AUTO,PEATON,AUTO
2018-0047,2018-05-08,2018,5,8,PEATON,PEATON,MASCULINO,82,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,19:00:00,19,Av. Corrientes y Av. Dorrego,AVENIDA,AV. CORRIENTES,SI,AV. CORRIENTES Y SI,15,-58.44759966,-34.59170240,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0048,2018-05-09,2018,5,9,PEATON,PEATON,MASCULINO,57,FATAL,ADULTO MAYOR,HOMOCIDIO CULPOSO,1,10:30:00,10,Rivadavia Av. y Pedernera,AVENIDA,AV. RIVADAVIA,SI,AV. RIVADAVIA Y SI,7,-58.46411215,-34.62925068,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0049,2018-05-11,2018,5,11,PEATON,PEATON,FEMENINO,40,FATAL,ADULTO MADURO,HOMOCIDIO CULPOSO,1,19:15:00,19,Quesada 2300,CALLE,QUESADA,NO,QUESADA Y NO,13,-58.46213220,-34.55395823,PEATON-AUTO,PEATON,AUTO
2018-0050,2018-05-14,2018,5,14,PEATON,PEATON,FEMENINO,47,FATAL,ADULTO MADURO,HOMOCIDIO CULPOSO,1,18:45:00,18,Cabildo Av. y Juramento Av.,AVENIDA,AV. CABILDO,SI,AV. CABILDO Y SI,13,-58.45669422,-34.56203610,PEATON-PASAJEROS,PEATON,PASAJEROS
"2018-0051,2018-05-15,2018,5,15,PEATON,PEATON,FEMENINO,57,FATAL,ADULTO MAYOR,HOMOCIDIO CULPOSO,1,21:15:00,21,""California y Carbonari, Francisco, Cmte."",CALLE,CALIFORNIA,SI,CALIFORNIA Y SI,4,-58.35977160,-34.64341878,PEATON-AUTO,PEATON,AUTO"
"2018-0052,2018-05-18,2018,5,18,PEATON,PEATON,MASCULINO,78,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,20:30:00,20,""Carril, Salvador Maria Del Av. y Nazca"",AVENIDA,AV. SALVADOR MARIA DEL CARRIL,SI,AV. SALVADOR MARIA DEL CARRIL Y SI,15,-58.49820145,-34.59070093,PEATON-PASAJEROS,PEATON,PASAJEROS"
2018-0053,2018-05-20,2018,5,20,CONDUCTOR,MOTO,MASCULINO,43,FATAL,ADULTO MADURO,HOMOCIDIO CULPOSO,1,02:30:00,2,San Luis y Aguero,CALLE,SAN LUIS,SI,SAN LUIS Y SI,3,-58.41059280,-34.59939180,MOTO-AUTO,MOTO,AUTO
2018-0054,2018-05-22,2018,5,22,PEATON,PEATON,FEMENINO,86,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,11:15:00,11,Lugones 2430,CALLE,LUGONES,NO,LUGONES Y NO,12,-58.47969138,-34.57121563,PEATON-BICICLETA,PEATON,BICICLETA
2018-0055,2018-05-29,2018,5,29,CONDUCTOR,MOTO,MASCULINO,21,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,07:30:00,7,Independencia Av. y Jujuy Av.,AVENIDA,AV. INDEPENDENCIA,SI,AV. INDEPENDENCIA Y SI,3,-58.40351561,-34.61883916,MOTO-AUTO,MOTO,AUTO
2018-0056,2018-06-02,2018,6,2,PEATON,PEATON,FEMENINO,69,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,13:00:00,13,Av. Rivadavia 11050,AVENIDA,AV. RIVADAVIA,NO,AV. RIVADAVIA Y NO,9,-58.51973844,-34.63918987,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0057,2018-06-03,2018,6,3,CONDUCTOR,MOTO,MASCULINO,33,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,03:30:00,3,Combate De Los Pozos y Humberto 1°,CALLE,COMBATE DE LOS POZOS,SI,COMBATE DE LOS POZOS Y SI,3,-58.39311376,-34.62163006,MOTO-PASAJEROS,MOTO,PASAJEROS
2018-0058,2018-06-03,2018,6,3,CONDUCTOR,MOTO,MASCULINO,26,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,06:30:00,6,Cordoba Av. y Thames,AVENIDA,AV. CORDOBA,SI,AV. CORDOBA Y SI,15,-58.43531242,-34.59082159,MOTO-AUTO,MOTO,AUTO
"2018-0059,2018-06-08,2018,6,8,CONDUCTOR,MOTO,MASCULINO,54,FATAL,ADULTO MAYOR,HOMOCIDIO CULPOSO,1,06:20:00,6,""Garay, Juan De Av. y Sanchez De Loria"",AVENIDA,AV. JUAN DE GARAY,SI,AV. JUAN DE GARAY Y SI,5,-58.41178165,-34.63035454,MOTO-MOVIL,MOTO,OTRO"
"2018-0060,2018-06-08,2018,6,8,PEATON,PEATON,MASCULINO,51,FATAL,ADULTO MAYOR,HOMOCIDIO CULPOSO,1,12:50:00,12,""Lavalle y Alem, Leandro N. Av."",AVENIDA,LAVALLE,SI,LAVALLE Y SI,1,-58.37048800,-34.60189492,PEATON-PASAJEROS,PEATON,PASAJEROS"
2018-0061,2018-06-10,2018,6,10,CONDUCTOR,MOTO,MASCULINO,51,FATAL,ADULTO MAYOR,HOMOCIDIO CULPOSO,1,11:15:00,11,Estados Unidos y Pichincha,CALLE,ESTADOS UNIDOS,SI,ESTADOS UNIDOS Y SI,3,-58.39883882,-34.61964833,MOTO-MOTO,MOTO,MOTO
2018-0062,2018-06-14,2018,6,14,PEATON,PEATON,MASCULINO,32,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,01:00:00,1,Rosario y Barco Centenera Del,CALLE,ROSARIO,SI,ROSARIO Y SI,6,-58.44110156,-34.62082399,PEATON-CARGAS,PEATON,CARGAS
2018-0063,2018-06-16,2018,6,16,PEATON,PEATON,FEMENINO,28,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,21:15:00,21,Av. Leandro N. Alem y Viamonte,AVENIDA,AV. LEANDRO N. ALEM,SI,AV. LEANDRO N. ALEM Y SI,1,-58.37093138,-34.59952725,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0064,2018-06-25,2018,6,25,CONDUCTOR,AUTO,MASCULINO,30,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,01:15:00,1,Varela Av. y Primera Junta,AVENIDA,AV. VARELA,SI,AV. VARELA Y SI,7,-58.45855262,-34.63953253,AUTO-CARGAS,AUTO,CARGAS
"2018-0065,2018-06-26,2018,6,26,CONDUCTOR,MOTO,MASCULINO,35,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,17:30:00,17,""Pellegrini, Carlos y Juncal"",CALLE,CARLOS PELLEGRINI,SI,CARLOS PELLEGRINI Y SI,1,-58.38161909,-34.59283447,MOTO-CARGAS,MOTO,CARGAS"
2018-0066,2018-06-28,2018,6,28,PEATON,PEATON,MASCULINO,73,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,11:00:00,11,Av. Corrientes y Av. Federico Lacroze,AVENIDA,AV. CORRIENTES,SI,AV. CORRIENTES Y SI,15,-58.45511899,-34.58698157,PEATON-PASAJEROS,PEATON,PASAJEROS
"2018-0067,2018-06-29,2018,6,29,PASAJERO,PASAJEROS,FEMENINO,81,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,16:15:00,16,""Montes De Oca, Manuel y Finochietto Enrique Dr."",AVENIDA,AV. MANUEL MONTES DE OCA,SI,AV. MANUEL MONTES DE OCA Y SI,4,-58.37724226,-34.62973033,PASAJEROS-AUTO,PASAJEROS,AUTO"
"2018-0068,2018-07-01,2018,7,1,CONDUCTOR,MOTO,MASCULINO,21,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,09:00:00,9,""Carabobo Av. y Alberdi, Juan Bautista Av."",AVENIDA,AV. CARABOBO,SI,AV. CARABOBO Y SI,7,-58.45546217,-34.62930339,MOTO-AUTO,MOTO,AUTO"
2018-0071,2018-07-10,2018,7,10,CONDUCTOR,MOTO,MASCULINO,39,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,17:50:00,17,Moreno y Av. Huergo,AVENIDA,MORENO,SI,MORENO Y SI,1,-58.36726348,-34.61099738,MOTO-CARGAS,MOTO,CARGAS
"2018-0072,2018-07-11,2018,7,11,CONDUCTOR,MOTO,MASCULINO,27,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,13:15:00,13,""AU Dellepiane kilometro 0.0, altura calle Montiel, sentido hacia el Centro Porteño"",AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TENIENTE GENERAL,NO,AUTOPISTA DELLEPIANE LUIS TENIENTE GENERAL Y NO,8,-58.48267426,-34.68454456,MOTO-CARGAS,MOTO,CARGAS"
"2018-0073,2018-07-11,2018,7,11,PEATON,PEATON,FEMENINO,67,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,15:45:00,15,""Iriarte, Gral. Av. 3400"",AVENIDA,AV. GENERAL IRIARTE,NO,AV. GENERAL IRIARTE Y NO,4,-58.39546165,-34.65168841,PEATON-CARGAS,PEATON,CARGAS"
2018-0074,2018-07-14,2018,7,14,CONDUCTOR,AUTO,MASCULINO,25,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,06:04:00,6,AV. JUAN B. ALBERDI 2968,AVENIDA,AV. JUAN BAUTISTA ALBERDI,NO,AV. JUAN BAUTISTA ALBERDI Y NO,7,-58.46941984,-34.63376545,AUTO-CARGAS,AUTO,CARGAS
2018-0075,2018-07-15,2018,7,15,PEATON,PEATON,MASCULINO,23,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,07:30:00,7,Del Libertador Av. y Ortiz De Ocampo,AVENIDA,AV. DEL LIBERTADOR,SI,AV. DEL LIBERTADOR Y SI,14,-58.40367321,-34.58129246,PEATON-AUTO,PEATON,AUTO
"2018-0076,2018-07-16,2018,7,16,CONDUCTOR,AUTO,MASCULINO,73,FATAL,TERCERA EDAD,HOMOCIDIO CULPOSO,1,09:30:00,9,""Chavez, Jorge y Paz, Gral. Av."",CALLE,JORGE CHAVEZ,SI,JORGE CHAVEZ Y SI,9,-58.52932872,-34.65014993,AUTO-CARGAS,AUTO,CARGAS"
"2018-0077,2018-07-16,2018,7,16,CONDUCTOR,AUTO,MASCULINO,58,FATAL,ADULTO MAYOR,HOMOCIDIO CULPOSO,1,23:15:00,23,""Urquiza, Gral. y Estados Unidos"",CALLE,GENERAL URQUIZA,SI,GENERAL URQUIZA Y SI,3,-58.40917826,-34.62126274,AUTO-CARGAS,AUTO,CARGAS"
2018-0078,2018-07-21,2018,7,21,PEATON,PEATON,MASCULINO,27,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,06:15:00,6,Paraguay y Sánchez De Bustamante,CALLE,PARAGUAY,SI,PARAGUAY Y SI,2,-58.41264127,-34.59473294,PEATON-AUTO,PEATON,AUTO
"2018-0079,2018-07-23,2018,7,23,PEATON,PEATON,MASCULINO,39,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,07:15:00,7,""De Los Corrales Av. y Paz, Gral. Av."",AVENIDA,AV. DE LOS CORRALES,SI,AV. DE LOS CORRALES Y SI,9,-58.50877521,-34.66977709,PEATON-CARGAS,PEATON,CARGAS"
"2018-0080,2018-07-25,2018,7,25,PEATON,PEATON,MASCULINO,26,FATAL,ADULTO JOVEN,HOMOCIDIO CULPOSO,1,22:22:00,22,""Alberdi, Juan Bautista Av. y Carhue"",AVENIDA,AV. JUAN BAUTISTA ALBERDI,SI,AV. JUAN BAUTISTA ALBERDI Y SI,9,-58.51232237,-34.65903530,PEATON-AUTO,PEATON,AUTO"
2018-0081,2018-07-29,2018,7,29,PEATON,PEATON,MASCULINO,35,FATAL,ADULTO MEDIANA EDAD,HOMOCIDIO CULPOSO,1,06:30:00,6,Castañares Av. y Rivera Indarte Av.,AVENIDA,AV. CASTANARES,SI,AV. CASTANARES Y SI,7,-58.44744156,-34.64567171,MULTIPLE,PEATON,MULTIPLE
"2018-0082,2018-08-01,2018,8,1,CONDUCTOR,MOTO,FEMENINO,17,FATAL,ADOLESCENTE,HOMOCIDIO CULPOSO,1,15:53:00,15,""Larrazabal y Garzon, Eugenio, Gral. Av."",AVENIDA,LARRAZABAL,SI,LARRAZABAL Y SI,9,-58.49441273,-34.65869968,MOTO-CARGAS,MOTO,CARGAS"
